source,q_lo,q_hi,n_metrics_regress,metrics_regressed,ssim2_gpu_lo,ssim2_gpu_hi,ba_gpu_lo,ba_gpu_hi,ssim2_cpu_lo,ssim2_cpu_hi,ba_cpu_lo,ba_cpu_hi,dssim_lo,dssim_hi,size_lo,size_hi,decoded_lo,decoded_hi
/mnt/v/input/zensim/sources/0364e65f5cf278d0_512sq.png,40,80,2,"ba_cpu,ba_gpu",52.296878678112584,58.89734039438559,2.976015329360962,6.732220649719238,52.29801980004366,58.906353035659066,3.0021753311157227,6.733022689819336,0.00628744,0.00569171,47122,77568,/mnt/v/input/zensim/images/0364e65f5cf278d0_512sq/zenwebp-default-m4/q40.png,/mnt/v/input/zensim/images/0364e65f5cf278d0_512sq/zenwebp-default-m4/q80.png
/mnt/v/input/zensim/sources/0364e65f5cf278d0_513x769.png,5,25,2,"ba_cpu,ba_gpu",5.531627962226757,20.39532558079091,6.316755294799805,8.4525728225708,5.5354576684869805,20.395267240866993,6.388952255249023,8.463428497314453,0.0248359,0.01808388,29762,53924,/mnt/v/input/zensim/images/0364e65f5cf278d0_513x769/zenwebp-default-m4/q5.png,/mnt/v/input/zensim/images/0364e65f5cf278d0_513x769/zenwebp-default-m4/q25.png
/mnt/v/input/zensim/sources/0364e65f5cf278d0_513x769.png,40,50,2,"ba_cpu,ba_gpu",51.30386362288966,55.08054234282676,3.5039243698120117,4.779548645019531,51.30748782613259,55.089983694144124,3.592015266418457,4.80007266998291,0.00601454,0.00491042,67142,74782,/mnt/v/input/zensim/images/0364e65f5cf278d0_513x769/zenwebp-default-m4/q40.png,/mnt/v/input/zensim/images/0364e65f5cf278d0_513x769/zenwebp-default-m4/q50.png
/mnt/v/input/zensim/sources/0364e65f5cf278d0_513x769.png,50,60,5,"ba_cpu,ba_gpu,dssim,ssim2_cpu,ssim2_gpu",55.08054234282676,54.72525795070409,4.779548645019531,11.935914993286133,55.089983694144124,54.706613975298275,4.80007266998291,11.933601379394531,0.00491042,0.00504389,74782,80922,/mnt/v/input/zensim/images/0364e65f5cf278d0_513x769/zenwebp-default-m4/q50.png,/mnt/v/input/zensim/images/0364e65f5cf278d0_513x769/zenwebp-default-m4/q60.png
/mnt/v/input/zensim/sources/0364e65f5cf278d0_818x1022.png,5,10,2,"ba_cpu,ba_gpu",5.430546911326157,13.777446001033624,6.711827278137207,13.45300006866455,5.4426228904576845,13.777455313388636,6.867814064025879,13.450176239013672,0.02459115,0.01991617,46460,57408,/mnt/v/input/zensim/images/0364e65f5cf278d0_818x1022/zenwebp-default-m4/q5.png,/mnt/v/input/zensim/images/0364e65f5cf278d0_818x1022/zenwebp-default-m4/q10.png
/mnt/v/input/zensim/sources/0364e65f5cf278d0_818x1022.png,70,80,5,"ba_cpu,ba_gpu,dssim,ssim2_cpu,ssim2_gpu",63.52830877095571,46.49728134899555,3.663156509399414,15.451767921447754,63.49837851673234,46.49031166194081,3.6846745014190674,15.448142051696777,0.00344879,0.00981339,144518,179200,/mnt/v/input/zensim/images/0364e65f5cf278d0_818x1022/zenwebp-default-m4/q70.png,/mnt/v/input/zensim/images/0364e65f5cf278d0_818x1022/zenwebp-default-m4/q80.png
/mnt/v/input/zensim/sources/037aa5751d88b97f_1022x818.png,20,25,5,"ba_cpu,ba_gpu,dssim,ssim2_cpu,ssim2_gpu",36.18138907754621,33.917184345082376,6.330418109893799,12.806870460510254,36.181179149158034,33.91741885895001,6.385012626647949,12.811882019042969,0.01165907,0.01396854,36090,40664,/mnt/v/input/zensim/images/037aa5751d88b97f_1022x818/zenwebp-default-m4/q20.png,/mnt/v/input/zensim/images/037aa5751d88b97f_1022x818/zenwebp-default-m4/q25.png
/mnt/v/input/zensim/sources/037aa5751d88b97f_1024sq.png,20,30,2,"ba_cpu,ba_gpu",34.974315296946386,45.58102479121033,6.250547885894775,6.74752140045166,34.98510034238187,45.58129739846955,6.293949127197266,6.807341575622559,0.01193997,0.00915973,45008,58556,/mnt/v/input/zensim/images/037aa5751d88b97f_1024sq/zenwebp-default-m4/q20.png,/mnt/v/input/zensim/images/037aa5751d88b97f_1024sq/zenwebp-default-m4/q30.png
/mnt/v/input/zensim/sources/037aa5751d88b97f_1024sq.png,40,50,2,"ba_cpu,ba_gpu",52.61861069435163,54.27630355659518,4.674643039703369,7.6287384033203125,52.62449786434545,54.2766888633944,4.7540812492370605,7.636083602905273,0.00688695,0.00632679,68044,80052,/mnt/v/input/zensim/images/037aa5751d88b97f_1024sq/zenwebp-default-m4/q40.png,/mnt/v/input/zensim/images/037aa5751d88b97f_1024sq/zenwebp-default-m4/q50.png
/mnt/v/input/zensim/sources/037aa5751d88b97f_513x769.png,5,10,2,"ba_cpu,ba_gpu",8.97528125756427,17.389784672835535,9.028656005859375,14.91589069366455,8.961105320868636,17.392847502082045,9.377304077148438,14.916155815124512,0.02278011,0.021115,10676,12948,/mnt/v/input/zensim/images/037aa5751d88b97f_513x769/zenwebp-default-m4/q5.png,/mnt/v/input/zensim/images/037aa5751d88b97f_513x769/zenwebp-default-m4/q10.png
